# step, loss_train, loss_test, metrics_test
1.900000000000000000e+04 3.645258396863937378e-02 5.252951523289084435e-04 6.457122508436441422e-04 8.903675479814410210e-04 1.622390933334827423e-02 5.369748687371611595e-04 6.494834669865667820e-04 9.066414204426109791e-04
2.000000000000000000e+04 4.563366994261741638e-02 5.625542253255844116e-04 7.783520268276333809e-04 7.909262203611433506e-04 1.924335956573486328e-02 5.546140600927174091e-04 7.709884666837751865e-04 7.700105779804289341e-04
2.100000000000000000e+04 1.553140208125114441e-02 2.586998743936419487e-04 4.948989953845739365e-04 4.379109304863959551e-04 1.013759057968854904e-02 2.749830018728971481e-04 5.036166403442621231e-04 4.534042673185467720e-04
2.200000000000000000e+04 6.596334744244813919e-03 1.847513776738196611e-04 4.143929400015622377e-04 4.717639531008899212e-04 6.297818385064601898e-03 1.816815492929890752e-04 4.233324434608221054e-04 4.761172458529472351e-04
2.300000000000000000e+04 6.352243013679981232e-03 1.575183850945904851e-04 4.560930537991225719e-04 5.179509753361344337e-04 5.756365135312080383e-03 1.568974985275417566e-04 4.470274725463241339e-04 5.112802027724683285e-04
2.400000000000000000e+04 6.138160359114408493e-03 1.459243794670328498e-04 4.415514413267374039e-04 4.852831771131604910e-04 5.528376437723636627e-03 1.538948272354900837e-04 4.537496424745768309e-04 5.006242427043616772e-04
2.500000000000000000e+04 8.864546194672584534e-03 2.122033474734053016e-04 4.626112058758735657e-04 4.818532033823430538e-04 6.222079042345285416e-03 2.037398662650957704e-04 4.509044229052960873e-04 4.898501210846006870e-04
2.500000000000000000e+04 8.864546194672584534e-03 4.244066985847894102e-06 9.252224117517471313e-06 9.637064067646861076e-06 6.222079042345285416e-03 4.074797288922127336e-06 9.018088348966557533e-06 9.797002348932437599e-06
2.600000000000000000e+04 1.633152249269187450e-03 1.397379237459972501e-04 1.102099486161023378e-05 1.224113384523661807e-05 6.222079042345285416e-03 4.074797288922127336e-06 9.018088348966557533e-06 9.797002348932437599e-06
2.700000000000000000e+04 7.511240546591579914e-04 1.207396126119419932e-04 1.068356323230545968e-05 7.976447705004829913e-06 6.222079042345285416e-03 4.074797288922127336e-06 9.018088348966557533e-06 9.797002348932437599e-06
2.800000000000000000e+04 5.090265767648816109e-04 6.266843411140143871e-05 5.862292255187639967e-06 6.477294391515897587e-06 6.222079042345285416e-03 4.074797288922127336e-06 9.018088348966557533e-06 9.797002348932437599e-06
2.900000000000000000e+04 3.708972944878041744e-04 2.928859794337768108e-05 3.918563834304222837e-06 5.155362032382981852e-06 6.222079042345285416e-03 4.074797288922127336e-06 9.018088348966557533e-06 9.797002348932437599e-06
3.000000000000000000e+04 2.624754561111330986e-04 2.460365249135065824e-05 3.685484898596769199e-06 3.088558059971546754e-06 6.222079042345285416e-03 4.074797288922127336e-06 9.018088348966557533e-06 9.797002348932437599e-06
3.100000000000000000e+04 2.053231582976877689e-04 1.967023854376748204e-05 3.555406692612450570e-06 2.159855966965551488e-06 6.222079042345285416e-03 4.074797288922127336e-06 9.018088348966557533e-06 9.797002348932437599e-06
3.200000000000000000e+04 1.656910317251458764e-04 1.604727185622323304e-05 3.633941560110542923e-06 2.095325953632709570e-06 6.222079042345285416e-03 4.074797288922127336e-06 9.018088348966557533e-06 9.797002348932437599e-06
3.300000000000000000e+04 1.349136873614042997e-04 1.309657181991497055e-05 3.134506869173492305e-06 2.031412122960318811e-06 6.222079042345285416e-03 4.074797288922127336e-06 9.018088348966557533e-06 9.797002348932437599e-06
3.400000000000000000e+04 1.122050452977418900e-04 1.135917591454926878e-05 3.245618017899687402e-06 2.301973154317238368e-06 6.222079042345285416e-03 4.074797288922127336e-06 9.018088348966557533e-06 9.797002348932437599e-06
3.500000000000000000e+04 9.321521793026477098e-05 8.161418008967302740e-06 2.905438122979830950e-06 2.276838131365366280e-06 6.222079042345285416e-03 4.074797288922127336e-06 9.018088348966557533e-06 9.797002348932437599e-06
3.600000000000000000e+04 7.912670844234526157e-05 6.265749107114970684e-06 2.181825038860552013e-06 1.746988687045814004e-06 6.222079042345285416e-03 4.074797288922127336e-06 9.018088348966557533e-06 9.797002348932437599e-06
3.648300000000000000e+04 7.273522351169958711e-05 6.259293513721786439e-06 1.862295903265476227e-06 1.494426328463305254e-06 3.113778366241604090e-04 6.472132554335985333e-06 2.077948238365934230e-06 1.556817665004928131e-06
